pokemon_name,pokedex_number,pokemon_id,classification,pokemon_height,pokemon_weight,primary_type,secondary_type,pre_evo_id,evo_details,primary_ability,primary_ability_desc,secondary_ability,secondary_ability_desc,hidden_ability,hidden_ability_desc,health_stat,attack_stat,defense_stat,special_attack_stat,special_defense_stat,speed_stat,base_stat_total
Machamp,68,1550,Superpower Pokemon,25,0,Fighting,,,,Guts,It's so gutsy that having a status condition boosts the Pokemon's Attack stat.,No Guard,The Pokemon employs no-guard tactics to ensure incoming and outgoing attacks always land.,Steadfast,The Pokemon's determination boosts the Speed stat each time the Pokemon flinches.,90,130,80,65,85,55,505
Bellsprout,69,1109,Flower Pokemon,0.7,4,Grass,Poison,,,Chlorophyll,Boosts the Pokemon's Speed stat in harsh sunlight.,,,Gluttony,"Makes the Pokemon eat a held Berry when its HP drops to half or less, which is sooner than usual.",50,75,35,70,30,40,300
Weepinbell,70,1128,Flycatcher Pokemon,1,6.4,Grass,Poison,1109,Level 21,Chlorophyll,Boosts the Pokemon's Speed stat in harsh sunlight.,,,Gluttony,"Makes the Pokemon eat a held Berry when its HP drops to half or less, which is sooner than usual.",65,90,50,85,45,55,390
Victreebel,71,1139,Flycatcher Pokemon,1.7,15.5,Grass,Poison,1128,Leaf Stone,Chlorophyll,Boosts the Pokemon's Speed stat in harsh sunlight.,,,Gluttony,"Makes the Pokemon eat a held Berry when its HP drops to half or less, which is sooner than usual.",80,105,65,100,70,70,490
Tentacool,72,1150,Jellyfish Pokemon,0.9,45.5,Water,Poison,,,Clear Body,Prevents other Pokemon's moves or Abilities from lowering the Pokemon's stats.,Liquid Ooze,"The oozed liquid has a strong stench, which damages attackers using any draining move.",Rain Dish,The Pokemon gradually regains HP in rain.,40,40,35,50,100,70,335
Tentacruel,73,1254,Jellyfish Pokemon,1.6,55,Water,Poison,1150,Level 30,Clear Body,Prevents other Pokemon's moves or Abilities from lowering the Pokemon's stats.,Liquid Ooze,"The oozed liquid has a strong stench, which damages attackers using any draining move.",Rain Dish,The Pokemon gradually regains HP in rain.,80,70,65,80,120,100,515
Geodude,74,1361,Rock Pokemon,0.4,20.3,Rock,Electric,,,Magnet Pull,Prevents Steel-type Pokemon from escaping using its magnetic force.,Sturdy,"It cannot be knocked out with one hit. One-hit KO moves cannot knock it out, either.",Galvanize,Normal-type moves become Electric-type moves. The power of those moves is boosted a little.,40,80,100,30,30,20,300
Geodude,74,1265,Rock Pokemon,0.4,20,Rock,Ground,,,Rock Head,Protects the Pokemon from recoil damage.,Sturdy,"It cannot be knocked out with one hit. One-hit KO moves cannot knock it out, either.",Sand Veil,Boosts the Pokemon's evasiveness in a sandstorm.,40,80,100,30,30,20,300
Graveler,75,1276,Rock Pokemon,1,105,Rock,Ground,1265,Level 25,Rock Head,Protects the Pokemon from recoil damage.,Sturdy,"It cannot be knocked out with one hit. One-hit KO moves cannot knock it out, either.",Sand Veil,Boosts the Pokemon's evasiveness in a sandstorm.,55,95,115,45,45,35,390
Graveler,75,1362,Rock Pokemon,1,110,Rock,Electric,1361,Level 25,Magnet Pull,Prevents Steel-type Pokemon from escaping using its magnetic force.,Sturdy,"It cannot be knocked out with one hit. One-hit KO moves cannot knock it out, either.",Galvanize,Normal-type moves become Electric-type moves. The power of those moves is boosted a little.,55,95,115,45,45,35,390
Golem,76,1363,Megaton Pokemon,1.7,316,Rock,Electric,1362,,Magnet Pull,Prevents Steel-type Pokemon from escaping using its magnetic force.,Sturdy,"It cannot be knocked out with one hit. One-hit KO moves cannot knock it out, either.",Galvanize,Normal-type moves become Electric-type moves. The power of those moves is boosted a little.,80,120,130,55,65,45,495
Golem,76,1287,Megaton Pokemon,1.4,300,Rock,Ground,1276,,Rock Head,Protects the Pokemon from recoil damage.,Sturdy,"It cannot be knocked out with one hit. One-hit KO moves cannot knock it out, either.",Sand Veil,Boosts the Pokemon's evasiveness in a sandstorm.,80,120,130,55,65,45,495
Golem,76,1287,Megaton Pokemon,1.4,300,Rock,Ground,1276,Trade Or Use Linking Cord In Legends: Arceus,Rock Head,Protects the Pokemon from recoil damage.,Sturdy,"It cannot be knocked out with one hit. One-hit KO moves cannot knock it out, either.",Sand Veil,Boosts the Pokemon's evasiveness in a sandstorm.,80,120,130,55,65,45,495
Ponyta,77,1297,Fire Horse Pokemon,1,30,Fire,,,,Run Away,Enables a sure getaway from wild Pokemon.,Flash Fire,Powers up the Pokemon's Fire-type moves if it's hit by one.,Flame Body,Contact with the Pokemon may burn the attacker.,50,85,55,65,65,90,410
Ponyta,77,1364,Unique Horn Pokemon,0.8,24,Psychic,,,,Run Away,Enables a sure getaway from wild Pokemon.,Pastel Veil,Protects the Pokemon and its ally Pokemon from being poisoned.,Anticipation,The Pokemon can sense an opposing Pokemon's dangerous moves.,50,85,55,65,65,90,410
Rapidash,78,1365,Unique Horn Pokemon,1.7,80,Psychic,Fairy,1364,Level 40,Run Away,Enables a sure getaway from wild Pokemon.,Pastel Veil,Protects the Pokemon and its ally Pokemon from being poisoned.,Anticipation,The Pokemon can sense an opposing Pokemon's dangerous moves.,65,100,70,80,80,105,500
Rapidash,78,1308,Fire Horse Pokemon,1.7,95,Fire,,1297,Level 40,Run Away,Enables a sure getaway from wild Pokemon.,Flash Fire,Powers up the Pokemon's Fire-type moves if it's hit by one.,Flame Body,Contact with the Pokemon may burn the attacker.,65,100,70,80,80,105,500
Slowpoke,79,1319,Dopey Pokemon,1.2,36,Water,Psychic,,,Oblivious,"The Pokemon is oblivious, and that keeps it from being infatuated or falling for taunts.",Own Tempo,"This Pokemon has its own tempo, and that prevents it from becoming confused.",Regenerator,Restores a little HP when withdrawn from battle.,90,65,65,40,40,15,315
Slowpoke,79,1366,Dopey Pokemon,1.2,36,Psychic,,,,Gluttony,"Makes the Pokemon eat a held Berry when its HP drops to half or less, which is sooner than usual.",Own Tempo,"This Pokemon has its own tempo, and that prevents it from becoming confused.",Regenerator,Restores a little HP when withdrawn from battle.,90,65,65,40,40,15,315
Slowbro,80,1367,Hermit Crab Pokemon,2,120,Water,Psychic,,,Shell Armor,A hard shell protects the Pokemon from critical hits.,,,,,95,75,180,130,80,30,590
Slowbro,80,1368,Hermit Crab Pokemon,1.6,70.5,Poison,Psychic,1366,Galarica Cuff,Quick Draw,Enables the Pokemon to move first occasionally.,Own Tempo,"This Pokemon has its own tempo, and that prevents it from becoming confused.",Regenerator,Restores a little HP when withdrawn from battle.,95,100,95,100,70,30,490
Slowbro,80,1330,Hermit Crab Pokemon,1.6,78.5,Water,Psychic,1319,Level 37,Oblivious,"The Pokemon is oblivious, and that keeps it from being infatuated or falling for taunts.",Own Tempo,"This Pokemon has its own tempo, and that prevents it from becoming confused.",Regenerator,Restores a little HP when withdrawn from battle.,95,75,110,100,80,30,490
Magnemite,81,46,Magnet Pokemon,0.3,6,Electric,Steel,,,Magnet Pull,Prevents Steel-type Pokemon from escaping using its magnetic force.,Sturdy,"It cannot be knocked out with one hit. One-hit KO moves cannot knock it out, either.",Analytic,Boosts move power when the Pokemon moves last.,25,35,70,95,55,45,325
Magneton,82,1341,Magnet Pokemon,1,60,Electric,Steel,46,Level 30,Magnet Pull,Prevents Steel-type Pokemon from escaping using its magnetic force.,Sturdy,"It cannot be knocked out with one hit. One-hit KO moves cannot knock it out, either.",Analytic,Boosts move power when the Pokemon moves last.,50,60,95,120,70,70,465
Farfetch'd,83,1342,Wild Duck Pokemon,0.8,15,Normal,Flying,,,Keen Eye,Keen eyes prevent other Pokemon from lowering this Pokemon's accuracy.,Inner Focus,"The Pokemon's intensely focused, and that protects the Pokemon from flinching.",Defiant,Boosts the Pokemon's Attack stat sharply when its stats are lowered.,52,90,55,58,62,60,377
Farfetch'd,83,1369,Wild Bull Pokemon,0.8,42,Fighting,,,,Steadfast,The Pokemon's determination boosts the Speed stat each time the Pokemon flinches.,,,Scrappy,The Pokemon can hit Ghost-type Pokemon with Normal- and Fighting-type moves.,52,95,55,58,62,55,377
Doduo,84,1343,Twin Bird Pokemon,1.4,39.2,Normal,Flying,,,Run Away,Enables a sure getaway from wild Pokemon.,Early Bird,The Pokemon awakens from sleep twice as fast as other Pokemon.,Tangled Feet,Raises evasiveness if the Pokemon is confused.,35,85,45,35,35,75,310
Dodrio,85,1344,Triple Bird Pokemon,1.8,85.2,Normal,Flying,1343,Level 31,Run Away,Enables a sure getaway from wild Pokemon.,Early Bird,The Pokemon awakens from sleep twice as fast as other Pokemon.,Tangled Feet,Raises evasiveness if the Pokemon is confused.,60,110,70,60,60,110,470
Seel,86,1345,Sea Lion Pokemon,1.1,90,Water,,,,Thick Fat,"The Pokemon is protected by a layer of thick fat, which halves the damage taken from Fire- and Ice-type moves.",Hydration,Heals status conditions if it's raining.,Ice Body,The Pokemon gradually regains HP in a snowstorm.,65,45,55,45,70,45,325
Dewgong,87,1346,Sea Lion Pokemon,1.7,120,Water,Ice,1345,Level 34,Thick Fat,"The Pokemon is protected by a layer of thick fat, which halves the damage taken from Fire- and Ice-type moves.",Hydration,Heals status conditions if it's raining.,Ice Body,The Pokemon gradually regains HP in a snowstorm.,90,70,80,70,95,70,475
Grimer,88,1347,Sludge Pokemon,0.9,30,Poison,,,,Stench,"By releasing stench when attacking, this Pokemon may cause the target to flinch.",Sticky Hold,Items held by the Pokemon are stuck fast and cannot be removed by other Pokemon.,Poison Touch,May poison a target when the Pokemon makes contact.,80,80,50,40,50,25,325
Grimer,88,1372,Sludge Pokemon,0.7,42,Poison,Dark,,,Poison Touch,May poison a target when the Pokemon makes contact.,Gluttony,"Makes the Pokemon eat a held Berry when its HP drops to half or less, which is sooner than usual.",Power of Alchemy,The Pokemon copies the Ability of a defeated ally.,80,80,50,40,50,25,325
Muk,89,1373,Sludge Pokemon,1,52,Poison,Dark,1372,Level 38,Poison Touch,May poison a target when the Pokemon makes contact.,Gluttony,"Makes the Pokemon eat a held Berry when its HP drops to half or less, which is sooner than usual.",Power of Alchemy,The Pokemon copies the Ability of a defeated ally.,105,105,75,65,100,50,500
Muk,89,1348,Sludge Pokemon,1.2,30,Poison,,1347,Level 38,Stench,"By releasing stench when attacking, this Pokemon may cause the target to flinch.",Sticky Hold,Items held by the Pokemon are stuck fast and cannot be removed by other Pokemon.,Poison Touch,May poison a target when the Pokemon makes contact.,105,105,75,65,100,50,500
Shellder,90,1349,Bivalve Pokemon,0.3,4,Water,,,,Shell Armor,A hard shell protects the Pokemon from critical hits.,Skill Link,Maximizes the number of times multistrike moves hit.,Overcoat,"Protects the Pokemon from things like sand, hail, and powder.",30,65,100,45,25,40,305
Cloyster,91,1350,Bivalve Pokemon,1.5,132.5,Water,Ice,1349,Water Stone,Shell Armor,A hard shell protects the Pokemon from critical hits.,Skill Link,Maximizes the number of times multistrike moves hit.,Overcoat,"Protects the Pokemon from things like sand, hail, and powder.",50,95,180,85,45,70,525
Gastly,92,1351,Gas Pokemon,1.3,0.1,Ghost,Poison,,,Levitate,"By floating in the air, the Pokemon receives full immunity to all Ground-type moves.",,,,,30,35,30,100,35,80,310
Haunter,93,1352,Gas Pokemon,1.6,0.1,Ghost,Poison,1351,Level 25,Levitate,"By floating in the air, the Pokemon receives full immunity to all Ground-type moves.",,,,,45,50,45,115,55,95,405
Gengar,94,1353,Shadow Pokemon,1.5,40.5,Ghost,Poison,1352,,Cursed Body,May disable a move used on the Pokemon.,,,,,60,65,60,130,75,110,500
Gengar,94,1353,Shadow Pokemon,1.5,40.5,Ghost,Poison,1352,Trade Or Use Linking Cord In Legends: Arceus,Cursed Body,May disable a move used on the Pokemon.,,,,,60,65,60,130,75,110,500
Gengar,94,1371,Shadow Pokemon,1.4,40.5,Ghost,Poison,,,Shadow Tag,This Pokemon steps on the opposing Pokemon's shadow to prevent it from escaping.,,,,,60,65,80,170,95,130,600
Gengar,94,1549,Shadow Pokemon,20,0,Ghost,Poison,,,Cursed Body,May disable a move used on the Pokemon.,,,,,60,65,60,130,75,110,500
Onix,95,1354,Rock Snake Pokemon,8.8,210,Rock,Ground,,,Rock Head,Protects the Pokemon from recoil damage.,Sturdy,"It cannot be knocked out with one hit. One-hit KO moves cannot knock it out, either.",Weak Armor,Physical attacks to the Pokemon lower its Defense stat but sharply raise its Speed stat.,35,45,160,30,45,70,385
Drowzee,96,1355,Hypnosis Pokemon,1,32.4,Psychic,,,,Insomnia,The Pokemon is suffering from insomnia and cannot fall asleep.,Forewarn,"When it enters a battle, the Pokemon can tell one of the moves an opposing Pokemon has.",Inner Focus,"The Pokemon's intensely focused, and that protects the Pokemon from flinching.",60,48,45,43,90,42,328
Hypno,97,1356,Hypnosis Pokemon,1.6,75.6,Psychic,,1355,Level 26,Insomnia,The Pokemon is suffering from insomnia and cannot fall asleep.,Forewarn,"When it enters a battle, the Pokemon can tell one of the moves an opposing Pokemon has.",Inner Focus,"The Pokemon's intensely focused, and that protects the Pokemon from flinching.",85,73,70,73,115,67,483
Krabby,98,1357,River Crab Pokemon,0.4,6.5,Water,,,,Hyper Cutter,The Pokemon's proud of its powerful pincers. They prevent other Pokemon from lowering its Attack stat.,Shell Armor,A hard shell protects the Pokemon from critical hits.,Sheer Force,Removes additional effects to increase the power of moves when attacking.,30,105,90,25,25,50,325
Kingler,99,1358,Pincer Pokemon,1.3,60,Water,,1357,Level 28,Hyper Cutter,The Pokemon's proud of its powerful pincers. They prevent other Pokemon from lowering its Attack stat.,Shell Armor,A hard shell protects the Pokemon from critical hits.,Sheer Force,Removes additional effects to increase the power of moves when attacking.,55,130,115,50,50,75,475
Kingler,99,1548,Pincer Pokemon,19,0,Water,,,,Hyper Cutter,The Pokemon's proud of its powerful pincers. They prevent other Pokemon from lowering its Attack stat.,Shell Armor,A hard shell protects the Pokemon from critical hits.,Sheer Force,Removes additional effects to increase the power of moves when attacking.,55,130,115,50,50,75,475
Voltorb,100,1620,Sphere Pokemon,0.5,13,Electric,Grass,,,Soundproof,Soundproofing gives the Pokemon full immunity to all sound-based moves.,Static,"The Pokemon is charged with static electricity, so contact with it may cause paralysis.",Aftermath,Damages the attacker if it contacts the Pokemon with a finishing hit.,40,30,50,55,55,100,330
Voltorb,100,47,Ball Pokemon,0.5,10.5,Electric,,,,Soundproof,Soundproofing gives the Pokemon full immunity to all sound-based moves.,Static,"The Pokemon is charged with static electricity, so contact with it may cause paralysis.",Aftermath,Damages the attacker if it contacts the Pokemon with a finishing hit.,40,30,50,55,55,100,330
Electrode,101,105,Ball Pokemon,1.2,66.6,Electric,,47,Level 30,Soundproof,Soundproofing gives the Pokemon full immunity to all sound-based moves.,Static,"The Pokemon is charged with static electricity, so contact with it may cause paralysis.",Aftermath,Damages the attacker if it contacts the Pokemon with a finishing hit.,60,50,70,80,80,150,490
Electrode,101,1632,Sphere Pokemon,1.2,71,Electric,Grass,1620,Leaf Stone,Soundproof,Soundproofing gives the Pokemon full immunity to all sound-based moves.,Static,"The Pokemon is charged with static electricity, so contact with it may cause paralysis.",Aftermath,Damages the attacker if it contacts the Pokemon with a finishing hit.,60,50,70,80,80,150,490
Exeggcute,102,136,Egg Pokemon,0.4,2.5,Grass,Psychic,,,Chlorophyll,Boosts the Pokemon's Speed stat in harsh sunlight.,,,Harvest,May create another Berry after one is used.,60,40,80,60,45,40,325
Exeggutor,103,137,Coconut Pokemon,2,120,Grass,Psychic,136,Leaf Stone,Chlorophyll,Boosts the Pokemon's Speed stat in harsh sunlight.,,,Harvest,May create another Berry after one is used.,95,95,85,125,75,55,530
Exeggutor,103,137,Coconut Pokemon,2,120,Grass,Psychic,136,Leaf Stone in Ultra Space - Only Available In USUM,Chlorophyll,Boosts the Pokemon's Speed stat in harsh sunlight.,,,Harvest,May create another Berry after one is used.,95,95,85,125,75,55,530
Exeggutor,103,137,Coconut Pokemon,2,120,Grass,Psychic,136,Leaf Stone,Chlorophyll,Boosts the Pokemon's Speed stat in harsh sunlight.,,,Harvest,May create another Berry after one is used.,95,95,85,125,75,55,530
Exeggutor,103,1359,Coconut Pokemon,10.9,415.6,Grass,Dragon,136,Leaf Stone in Alola,Frisk,"When it enters a battle, the Pokemon can check an opposing Pokemon's held item.",,,Harvest,May create another Berry after one is used.,95,105,85,125,75,45,530
Cubone,104,138,Lonely Pokemon,0.4,6.5,Ground,,,,Rock Head,Protects the Pokemon from recoil damage.,Lightning Rod,"The Pokemon draws in all Electric-type moves. Instead of being hit by Electric-type moves, it boosts its Sp. Atk.",Battle Armor,Hard armor protects the Pokemon from critical hits.,50,50,95,40,50,35,320
Marowak,105,139,Bone Keeper Pokemon,1,45,Ground,,138,Level 28,Rock Head,Protects the Pokemon from recoil damage.,Lightning Rod,"The Pokemon draws in all Electric-type moves. Instead of being hit by Electric-type moves, it boosts its Sp. Atk.",Battle Armor,Hard armor protects the Pokemon from critical hits.,60,80,110,50,80,45,425
Marowak,105,139,Bone Keeper Pokemon,1,45,Ground,,138,Level 28,Rock Head,Protects the Pokemon from recoil damage.,Lightning Rod,"The Pokemon draws in all Electric-type moves. Instead of being hit by Electric-type moves, it boosts its Sp. Atk.",Battle Armor,Hard armor protects the Pokemon from critical hits.,60,80,110,50,80,45,425
Marowak,105,139,Bone Keeper Pokemon,1,45,Ground,,138,Level 28 in Ultra Space - Only Available In USUM,Rock Head,Protects the Pokemon from recoil damage.,Lightning Rod,"The Pokemon draws in all Electric-type moves. Instead of being hit by Electric-type moves, it boosts its Sp. Atk.",Battle Armor,Hard armor protects the Pokemon from critical hits.,60,80,110,50,80,45,425
